league,season,team,player_name,nation_,position,age,date_of_birth,Playing Time_MP,Playing Time_Starts,minutes,Playing Time_90s,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,xg,Expected_npxG,xa,Expected_npxG+xAG,progressive_carries,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,90s_,Expected_G-xG,Expected_np:G-xG,Expected_npxG/Sh,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,shots,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,1/3_,Ast_,CrsPA_,Expected_A-xAG,Expected_xA,key_passes,Long_Att,Long_Cmp,Long_Cmp%,Medium_Att,Medium_Cmp,Medium_Cmp%,PPA_,PrgP_,Short_Att,Short_Cmp,Short_Cmp%,Total_Att,passes,Total_Cmp%,Total_PrgDist,Total_TotDist,xAG_,Att_,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Off,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Sw,Pass Types_TB,Pass Types_TI,GCA Types_Def,GCA Types_Fld,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA Types_TO,GCA_GCA,GCA_GCA90,SCA Types_Def,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA Types_TO,shot_creating_actions,SCA_SCA90,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Challenges_Att,Challenges_Lost,Challenges_Tkl,Challenges_Tkl%,Clr_,Err_,interceptions,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,tackles,Tackles_TklW,Tkl+Int_,Carries_1/3,Carries_CPA,Carries_Carries,Carries_Dis,Carries_Mis,Carries_PrgC,Carries_PrgDist,Carries_TotDist,Receiving_PrgR,Receiving_Rec,dribbles,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Playing Time_Min%,Playing Time_Mn/MP,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Performance_2CrdY,Performance_Crs,Performance_Fld,Performance_Fls,Performance_Int,Performance_OG,Performance_Off,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_TklW,tm_sub_position,height,market_value,weight,fifa_overall,fifa_potential,key_passes_per90,def_actions_per90,standard_position,position_source,is_official,data_completeness,goals_per90,assists_per90,shots_per90,dribbles_per90,passes_per90,tackles_per90,interceptions_per90,yellow_cards_per90,red_cards_per90,xg_per90,xa_per90,progressive_carries_per90,shot_creating_actions_per90,age_score,reliability_score,core_performance,behavior_score,league_score,risk_penalty,total_score
La Liga,2425,Villarreal,Ilias Akhomach,MAR,"MF,FW",20.0,2004.0,11,7,584,"6,5",1,0,1,1,0,0,1,0,"0,6","0,6",1,"1,6",30.0,12.0,64.0,"0,15",0,"0,15","0,15","0,15","0,09","0,15","0,23","0,09","0,23","6,5","0,4","0,4","0,03","23,3",0.0,"0,06","0,17",1,0,0,17.0,"2,62",6,"35,3","0,92",5.0,0,2.0,-1,"1,7",9.0,14.0,8.0,"57,1",63.0,46.0,73,8.0,12.0,88.0,76.0,"86,4",185.0,136.0,"73,5",534.0,2161.0,1,185.0,2.0,0.0,0.0,7.0,136.0,1.0,3.0,18.0,7.0,2.0,177.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"0,15",0.0,6.0,0.0,17.0,1.0,5.0,29.0,"4,38",8.0,8.0,0.0,12.0,6.0,6.0,50,13.0,0.0,3.0,4.0,4.0,4.0,12.0,7.0,15.0,18.0,20.0,200.0,10.0,15.0,30.0,759.0,1310.0,64.0,209.0,43.0,19.0,"44,2",17.0,"39,5",163.0,29.0,44.0,8.0,293.0,89.0,293.0,"17,1",53,0.0,69.0,7,25.0,4,1,"-0,17","8,7","6,1","2,6","0,4",1.0,"0,15","-0,45","1,91",8.0,7.0,6.0,6.0,50,0.0,18.0,21.0,9,3.0,0.0,1.0,0.0,0.0,30.0,7.0,Right Winger,175.0,12000000.0,70.0,71.0,82.0,1.386986301369863,2.3116438356164384,Winger,transfermarkt,False,1.0,0.1541095890410959,0.0,2.61986301369863,6.626712328767123,20.95890410958904,1.8493150684931505,0.46232876712328763,0.1541095890410959,0.0,0.0,0.1541095890410959,4.623287671232877,4.469178082191781,66.66666666666666,49.42857142857143,65.5722891566265,100.0,94.0,-3.0,68.32181583476763
La Liga,2425,Villarreal,Karl Etta Eyong,CMR,"MF,FW",20.0,2003.0,4,0,37,"0,4",1,0,1,1,0,0,0,0,"0,4","0,4",0,"0,4",0.0,0.0,0.0,"2,43",0,"2,43","2,43","2,43","0,88",0,"0,88","0,88","0,88","0,4","0,6","0,6","0,18","16,3",0.0,"0,5","0,5",1,0,0,2.0,"4,86",2,100,"4,86",0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"2,43",1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,,0.0,,6.0,1.0,1.0,0.0,9.0,2.0,9.0,"1,1",9,0.0,,0,9.0,4,8,"0,46","0,8","0,4","0,4",1,0.0,0,"-0,53","2,5",1.0,1.0,0.0,1.0,100,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,181.0,15000000.0,,,,0.0,0.0,Winger,heuristic,False,1.0,2.4324324324324325,0.0,4.864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4324324324324325,66.66666666666666,29.892857142857142,44.93975903614457,84.22047244094489,94.0,-3.0,53.73989100383536
La Liga,2425,Villarreal,Pau Cabanes,ESP,"MF,FW",19.0,2005.0,10,0,163,"1,8",1,0,1,1,0,0,0,0,"0,5","0,5","0,4","0,9",10.0,11.0,33.0,"0,55",0,"0,55","0,55","0,55","0,26","0,22","0,47","0,26","0,47","1,8","0,5","0,5","0,12","14,2",0.0,"0,25","0,5",1,0,0,4.0,"2,21",2,50,"1,1",1.0,0,0.0,"-0,4","0,2",4.0,3.0,1.0,"33,3",29.0,21.0,"72,4",3.0,11.0,45.0,37.0,"82,2",84.0,60.0,"71,4",192.0,897.0,"0,4",84.0,0.0,0.0,0.0,4.0,60.0,0.0,1.0,6.0,1.0,0.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"1,1",0.0,3.0,0.0,8.0,0.0,1.0,12.0,"6,63",5.0,5.0,0.0,4.0,1.0,3.0,75,2.0,1.0,3.0,1.0,0.0,3.0,4.0,4.0,7.0,9.0,5.0,74.0,3.0,8.0,10.0,245.0,467.0,33.0,89.0,12.0,5.0,"41,7",6.0,50,71.0,11.0,17.0,2.0,122.0,35.0,122.0,"4,8",16,0.0,,0,16.0,10,5,"2,15","5,8","1,1","4,7","2,58",4.0,"2,21","1,77","1,3",5.0,1.0,2.0,1.0,"33,3",0.0,6.0,7.0,4,3.0,0.0,0.0,0.0,1.0,6.0,4.0,Centre-Forward,179.0,800000.0,,,,2.208588957055215,3.865030674846626,Winger,heuristic,False,1.0,0.5521472392638037,0.0,2.208588957055215,6.625766871165645,33.12883435582822,2.208588957055215,1.6564417177914113,0.0,0.0,0.0,0.0,5.521472392638037,6.625766871165645,73.33333333333334,34.39285714285714,73.14257028112449,100.0,94.0,-3.0,70.4730851979346
La Liga,2425,Villarreal,Thiago Ojeda,ARG,MF,21.0,2003.0,1,0,8,"0,1",0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,0.0,0,0,0,0,0,"0,12",0,"0,12","0,12","0,12","0,1",0,0,"0,01","31,3",0.0,0,,0,0,0,1.0,"11,25",0,0,0,1.0,0,0.0,0,0,0.0,0.0,0.0,,4.0,3.0,75,0.0,2.0,4.0,4.0,100,8.0,7.0,"87,5",15.0,103.0,0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,34.0,42.0,0.0,7.0,0.0,0.0,,0.0,,4.0,0.0,2.0,1.0,11.0,5.0,11.0,"0,2",8,0.0,,0,8.0,1,3,"2,86","0,3",0,"0,3","3,39",0.0,0,"-0,53",1,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,187.0,,,,,0.0,0.0,CM,transfermarkt,False,1.0,0.0,0.0,11.25,0.0,78.75,0.0,0.0,11.25,0.0,0.0,0.0,11.25,0.0,60.0,28.857142857142858,43.000000000000014,92.83562992125985,94.0,-5.0,51.00391591676041
La Liga,2425,Villarreal,Thierno Barry,FRA,FW,21.0,2002.0,35,25,2323,"25,8",11,4,15,10,1,1,4,0,"12,5","11,7","2,9","14,6",44.0,27.0,124.0,"0,43","0,15","0,58","0,39","0,54","0,48","0,11","0,6","0,45","0,57","25,8","-1,5","-1,7","0,17",12,0.0,"0,14","0,42",11,1,1,71.0,"2,75",24,"33,8","0,93",14.0,4,1.0,"1,1",2,23.0,19.0,9.0,"47,4",116.0,70.0,"60,3",12.0,27.0,172.0,118.0,"68,6",337.0,209.0,62,546.0,2946.0,"2,9",337.0,0.0,0.0,0.0,8.0,209.0,0.0,0.0,5.0,9.0,0.0,328.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,"0,23",2.0,3.0,0.0,32.0,6.0,3.0,46.0,"1,78",15.0,13.0,2.0,10.0,6.0,4.0,40,19.0,0.0,0.0,4.0,2.0,5.0,11.0,8.0,11.0,35.0,25.0,347.0,27.0,86.0,44.0,1041.0,2237.0,124.0,485.0,50.0,18.0,36,25.0,50,346.0,126.0,44.0,22.0,623.0,246.0,624.0,"67,9",66,14.0,81.0,25,29.0,10,0,"0,15","44,3","29,3","15,1","0,58",21.0,"0,81","0,9","1,8",53.0,32.0,48.0,99.0,"67,3",0.0,5.0,51.0,47,0.0,0.0,20.0,1.0,1.0,36.0,8.0,Centre-Forward,195.0,30000000.0,82.0,73.0,82.0,0.8910891089108911,0.42617305208781747,Winger,heuristic,True,1.0,0.42617305208781747,0.15497201894102453,2.7507533362031853,1.9371502367628068,8.097287989668533,0.42617305208781747,0.0,0.15497201894102453,0.0,0.0,0.0,1.7046922083512699,1.7821782178217822,60.0,100.0,58.63453815261043,90.70997375328085,94.0,0.0,73.39203823166683
La Liga,2425,Villarreal,Yeremi Pino,ESP,"MF,FW",21.0,2002.0,34,25,1934,"21,5",4,7,11,4,0,0,11,0,"3,9","3,9","5,3","9,2",42.0,66.0,213.0,"0,19","0,33","0,51","0,19","0,51","0,18","0,25","0,43","0,18","0,43","21,5","0,1","0,1","0,13","12,8",0.0,"0,14","0,5",4,0,0,29.0,"1,35",8,"27,6","0,37",35.0,7,8.0,"1,7","3,8",37.0,45.0,29.0,"64,4",229.0,181.0,79,32.0,66.0,366.0,298.0,"81,4",708.0,523.0,"73,9",2225.0,7895.0,"5,3",708.0,0.0,0.0,0.0,43.0,523.0,0.0,1.0,47.0,9.0,1.0,699.0,1.0,6.0,7.0,0.0,1.0,0.0,8.0,2.0,0.0,11.0,"0,51",1.0,3.0,0.0,53.0,5.0,5.0,67.0,"3,12",38.0,35.0,3.0,65.0,33.0,32.0,"49,2",18.0,0.0,8.0,8.0,20.0,32.0,60.0,32.0,68.0,26.0,21.0,565.0,23.0,52.0,42.0,1416.0,2781.0,213.0,668.0,58.0,25.0,"43,1",25.0,"43,1",477.0,104.0,169.0,30.0,986.0,356.0,986.0,"56,5",57,1.0,69.0,25,24.0,9,1,"0,34","37,4","22,7","14,7","0,68",15.0,"0,7","0,4","1,79",43.0,28.0,16.0,12.0,"42,9",0.0,47.0,30.0,49,8.0,0.0,15.0,0.0,1.0,93.0,32.0,,,,60.0,79.0,87.0,1.7218200620475699,3.1644260599793173,Winger,heuristic,True,1.0,0.1861427094105481,0.32574974146845914,1.3495346432264737,2.6990692864529473,24.338159255429165,2.7921406411582215,0.3722854188210962,0.5118924508790073,0.0,0.0,0.0,1.954498448810755,3.11789038262668,60.0,97.64285714285714,62.77108433734939,100.0,94.0,0.0,76.2934165232358
Ligue 1,2425,Angers,Enzo Caumont,FRA,MF,20.0,2004.0,2,0,34,"0,4",0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,"0,4",0,0,,,0.0,,,0,0,0,0.0,0,0,,0,1.0,0,0.0,0,0,0.0,2.0,1.0,50,6.0,6.0,100,1.0,1.0,6.0,6.0,100,14.0,13.0,"92,9",67.0,239.0,0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0,1.0,1.0,50,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,35.0,0.0,13.0,0.0,0.0,,0.0,,7.0,0.0,7.0,2.0,20.0,6.0,20.0,"1,1",17,0.0,,0,17.0,2,2,"-3,75","0,3","1,9","-1,6","-4,35",-1.0,"-2,65","-2,05","1,5",0.0,1.0,1.0,1.0,50,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Defensive Midfield,,,,,,0.0,5.294117647058823,DM,transfermarkt,False,1.0,0.0,0.0,0.0,0.0,34.41176470588235,2.6470588235294117,2.6470588235294117,2.6470588235294117,0.0,0.0,0.0,0.0,0.0,66.66666666666666,29.785714285714285,61.51315789473685,90.93159448818898,92.0,-5.0,59.98851736871707
Ligue 1,2425,Angers,Jacques Ekomie,GAB,"DF,FW",20.0,2003.0,18,7,697,"7,7",0,0,0,0,0,0,1,0,0,0,0,0,13.0,20.0,24.0,0,0,0,0,0,0,0,0,0,0,"7,7",0,0,"0,02","15,3",0.0,0,,0,0,0,1.0,"0,13",0,0,0,10.0,0,0.0,0,"0,1",0.0,26.0,8.0,"30,8",79.0,57.0,"72,2",3.0,20.0,129.0,112.0,"86,8",260.0,183.0,"70,4",1089.0,2542.0,0,260.0,0.0,0.0,0.0,14.0,183.0,2.0,0.0,23.0,66.0,1.0,192.0,1.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"0,13",1.0,0.0,0.0,3.0,0.0,0.0,4.0,"0,52",16.0,11.0,5.0,12.0,4.0,8.0,"66,7",14.0,0.0,4.0,3.0,9.0,10.0,22.0,14.0,26.0,14.0,0.0,135.0,12.0,9.0,13.0,375.0,751.0,24.0,161.0,21.0,4.0,19,13.0,"61,9",134.0,7.0,99.0,18.0,358.0,128.0,358.0,"22,8",39,1.0,74.0,7,16.0,11,10,"-0,55","4,2","12,5","-8,2","-1,07",-5.0,"-0,65","-0,04","0,72",5.0,10.0,13.0,11.0,"45,8",0.0,23.0,21.0,11,4.0,0.0,1.0,0.0,0.0,33.0,14.0,Left-Back,179.0,9000000.0,73.0,68.0,77.0,0.0,3.3572453371592537,Winger,heuristic,True,1.0,0.0,0.0,0.1291248206599713,2.7116212338593972,23.62984218077475,2.840746054519369,0.5164992826398852,0.1291248206599713,0.0,0.0,0.0,1.6786226685796268,0.5164992826398852,66.66666666666666,53.464285714285715,29.829317269076302,97.09547244094487,92.0,-3.0,52.20715649436893
Ligue 1,2425,Angers,Justin-Noël Kalumba,FRA,"FW,MF",19.0,2004.0,2,0,31,"0,3",0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,3.0,0,0,0,0,0,"0,05",0,"0,05","0,05","0,05","0,3",0,0,"0,02","25,6",0.0,0,,0,0,0,1.0,"2,9",0,0,0,0.0,0,0.0,0,0,0.0,1.0,0.0,0,3.0,3.0,100,0.0,0.0,7.0,6.0,"85,7",11.0,9.0,"81,8",2.0,108.0,0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,2.0,2.0,1.0,31.0,88.0,3.0,14.0,2.0,1.0,50,1.0,50,11.0,1.0,2.0,0.0,18.0,5.0,18.0,1,16,0.0,,0,16.0,2,6,"0,83","0,8","0,7","0,1","0,18",0.0,0,"0,62","0,5",1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,0.0,2.903225806451613,Winger,heuristic,False,1.0,0.0,0.0,2.903225806451613,5.806451612903226,26.12903225806452,0.0,2.903225806451613,0.0,0.0,0.0,0.0,2.903225806451613,0.0,73.33333333333334,29.67857142857143,41.22489959839358,100.0,92.0,-3.0,55.202990533562826
Ligue 1,2425,Angers,Lanroy Machine,FRA,FW,18.0,2005.0,2,0,8,"0,1",0,0,0,0,0,0,0,0,"0,1","0,1",0,"0,1",0.0,0.0,1.0,0,0,0,0,0,"0,62",0,"0,62","0,62","0,62","0,1","-0,1","-0,1","0,06","18,3",0.0,0,,0,0,0,1.0,"11,25",0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,,1.0,1.0,100,0.0,0.0,3.0,2.0,"66,7",5.0,3.0,60,12.0,39.0,0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,23.0,1.0,3.0,0.0,0.0,,0.0,,4.0,1.0,1.0,0.0,7.0,3.0,7.0,"0,3",4,0.0,,0,4.0,2,1,"-1,87","0,1","0,3","-0,2","-2,51",0.0,0,"0,62","1,5",0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Centre-Forward,183.0,1500000.0,,,,0.0,0.0,Winger,heuristic,False,1.0,0.0,0.0,11.25,0.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,28.857142857142858,34.23694779116466,84.93208661417323,92.0,-3.0,50.67501092672151
Ligue 1,2425,Angers,Marius Courcoul,FRA,"MF,DF",17.0,2007.0,8,3,309,"3,4",0,0,0,0,0,0,0,0,"0,1","0,1",0,"0,1",5.0,7.0,7.0,0,0,0,0,0,"0,03","0,01","0,04","0,03","0,04","3,4","-0,1","-0,1","0,03",23,0.0,0,0,0,0,0,3.0,"0,87",1,"33,3","0,29",7.0,0,0.0,0,0,1.0,20.0,12.0,60,73.0,68.0,"93,2",1.0,7.0,54.0,48.0,"88,9",155.0,133.0,"85,8",519.0,2427.0,0,155.0,0.0,0.0,0.0,1.0,133.0,0.0,0.0,4.0,9.0,3.0,146.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,"0,87",4.0,4.0,0.0,5.0,3.0,2.0,40,9.0,0.0,5.0,0.0,3.0,2.0,5.0,2.0,10.0,1.0,0.0,90.0,0.0,4.0,5.0,191.0,462.0,7.0,116.0,5.0,1.0,20,4.0,80,34.0,1.0,59.0,10.0,191.0,100.0,191.0,"10,1",39,1.0,79.0,3,15.0,5,11,"-0,42","3,3","6,8","-3,5","-1,02",-1.0,"-0,29","0,36","0,88",4.0,5.0,1.0,4.0,80,0.0,4.0,2.0,4,5.0,0.0,0.0,1.0,0.0,12.0,2.0,Defensive Midfield,182.0,2500000.0,70.0,62.0,80.0,0.29126213592233013,2.9126213592233006,DM,transfermarkt,False,1.0,0.0,0.0,0.8737864077669902,1.4563106796116503,38.737864077669904,1.4563106796116503,1.4563106796116503,0.0,0.0,0.0,0.0,1.4563106796116503,0.8737864077669902,86.66666666666667,39.60714285714286,50.69078947368421,100.0,92.0,-3.0,62.95192669172933
Ligue 1,2425,Angers,Prosper Peter,NGA,"MF,FW",16.0,2007.0,2,0,27,"0,3",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,"0,3",0,0,,,0.0,,,0,0,0,0.0,0,0,,0,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,1.0,50,2.0,1.0,50,0.0,10.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,0,1.0,100,1.0,0.0,0.0,0.0,4.0,3.0,4.0,"0,9",14,0.0,,0,14.0,2,0,"0,76","0,1","0,1",0,"0,11",0.0,0,"0,62",0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Centre-Forward,188.0,15000000.0,,,,0.0,6.666666666666666,Winger,heuristic,False,1.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,6.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,29.535714285714285,25.311244979919678,89.83218503937007,92.0,-3.0,49.49524513972651
Ligue 1,2425,Angers,Sidiki Cherif,FRA,FW,17.0,2006.0,7,3,324,"3,6",0,0,0,0,0,0,0,0,"0,7","0,7","0,2","0,9",8.0,3.0,16.0,0,0,0,0,0,"0,2","0,05","0,25","0,2","0,25","3,6","-0,7","-0,7","0,15","23,4",0.0,0,0,0,0,0,5.0,"1,39",2,40,"0,56",3.0,0,1.0,"-0,2","0,2",2.0,0.0,0.0,,19.0,12.0,"63,2",1.0,3.0,33.0,20.0,"60,6",62.0,33.0,"53,2",79.0,469.0,"0,2",62.0,0.0,0.0,0.0,5.0,33.0,1.0,0.0,4.0,1.0,0.0,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,"1,11",4.0,3.0,1.0,4.0,1.0,3.0,75,0.0,1.0,0.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,71.0,9.0,11.0,8.0,183.0,404.0,16.0,78.0,12.0,3.0,25,8.0,"66,7",51.0,12.0,7.0,1.0,107.0,50.0,107.0,"10,6",46,1.0,81.0,3,21.0,4,0,"0,32","3,9","5,1","-1,3","-0,35",-5.0,"-1,39","-0,86","0,86",2.0,7.0,16.0,3.0,"15,8",0.0,4.0,8.0,4,0.0,0.0,5.0,0.0,0.0,10.0,5.0,Centre-Forward,188.0,18000000.0,73.0,64.0,78.0,0.5555555555555556,1.3888888888888888,Winger,heuristic,False,1.0,0.0,0.0,1.3888888888888888,3.333333333333333,9.166666666666666,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,1.1111111111111112,86.66666666666667,40.14285714285714,38.0722891566265,92.4015748031496,92.0,-3.0,56.21419491238294
Ligue 1,2425,Auxerre,Aristide Zossou,CIV,MF,19.0,2005.0,3,0,16,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,,,0.0,,,0,0,0,0.0,0,0,,0,1.0,0,0.0,0,0,0.0,1.0,1.0,100,7.0,6.0,"85,7",1.0,2.0,7.0,7.0,100,18.0,16.0,"88,9",35.0,230.0,0,18.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,0.0,1.0,29.0,92.0,3.0,17.0,1.0,0.0,0,1.0,100,12.0,0.0,1.0,0.0,21.0,8.0,21.0,"0,5",5,0.0,,0,5.0,3,5,"-8,07","0,4","1,9","-1,5","-8,55",-2.0,"-11,25","-11,22",0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger,178.0,,,,,0.0,0.0,Winger,transfermarkt,False,1.0,0.0,0.0,0.0,5.625,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,73.33333333333334,29.142857142857142,35.97389558232932,99.14812992125985,92.0,-3.0,52.631901071665744
