league,season,team,player_name,nation_,position,age,date_of_birth,Playing Time_MP,Playing Time_Starts,minutes,Playing Time_90s,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,xg,Expected_npxG,xa,Expected_npxG+xAG,progressive_carries,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,90s_,Expected_G-xG,Expected_np:G-xG,Expected_npxG/Sh,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,shots,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,1/3_,Ast_,CrsPA_,Expected_A-xAG,Expected_xA,key_passes,Long_Att,Long_Cmp,Long_Cmp%,Medium_Att,Medium_Cmp,Medium_Cmp%,PPA_,PrgP_,Short_Att,Short_Cmp,Short_Cmp%,Total_Att,passes,Total_Cmp%,Total_PrgDist,Total_TotDist,xAG_,Att_,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Off,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Sw,Pass Types_TB,Pass Types_TI,GCA Types_Def,GCA Types_Fld,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA Types_TO,GCA_GCA,GCA_GCA90,SCA Types_Def,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA Types_TO,shot_creating_actions,SCA_SCA90,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Challenges_Att,Challenges_Lost,Challenges_Tkl,Challenges_Tkl%,Clr_,Err_,interceptions,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,tackles,Tackles_TklW,Tkl+Int_,Carries_1/3,Carries_CPA,Carries_Carries,Carries_Dis,Carries_Mis,Carries_PrgC,Carries_PrgDist,Carries_TotDist,Receiving_PrgR,Receiving_Rec,dribbles,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Playing Time_Min%,Playing Time_Mn/MP,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Performance_2CrdY,Performance_Crs,Performance_Fld,Performance_Fls,Performance_Int,Performance_OG,Performance_Off,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_TklW,tm_sub_position,height,market_value,weight,fifa_overall,fifa_potential,key_passes_per90,def_actions_per90,standard_position,position_source,is_official,data_completeness,goals_per90,assists_per90,shots_per90,dribbles_per90,passes_per90,tackles_per90,interceptions_per90,yellow_cards_per90,red_cards_per90,xg_per90,xa_per90,progressive_carries_per90,shot_creating_actions_per90,age_score,reliability_score,core_performance,behavior_score,league_score,risk_penalty,total_score
La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,21.0,2003.0,33,22,2132,"23,7",1,1,2,1,0,0,9,1,"1,7","1,7","1,5","3,2",34.0,119.0,64.0,"0,04","0,04","0,08","0,04","0,08","0,07","0,06","0,14","0,07","0,14","23,7","-0,7","-0,7","0,05","23,7",0.0,"0,03","0,09",1,0,0,34.0,"1,44",11,"32,4","0,46",107.0,1,2.0,"-0,5","2,4",20.0,87.0,64.0,"73,6",354.0,317.0,"89,5",19.0,119.0,479.0,422.0,"88,1",984.0,843.0,"85,7",3569.0,13441.0,"1,5",984.0,0.0,0.0,0.0,7.0,843.0,4.0,0.0,6.0,27.0,22.0,953.0,11.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,"0,21",4.0,4.0,0.0,40.0,5.0,2.0,55.0,"2,32",29.0,25.0,4.0,57.0,25.0,32.0,"56,1",33.0,1.0,14.0,14.0,24.0,30.0,68.0,42.0,82.0,36.0,9.0,769.0,25.0,51.0,34.0,1535.0,3643.0,64.0,905.0,49.0,15.0,"30,6",21.0,"42,9",364.0,39.0,218.0,36.0,1305.0,740.0,1305.0,"62,3",65,13.0,83.0,22,28.0,11,3,"-0,26","32,5","28,1","4,5","0,19",3.0,"0,13","0,2","1,3",37.0,34.0,25.0,24.0,49,1.0,6.0,58.0,32,14.0,0.0,2.0,0.0,1.0,108.0,42.0,Central Midfield,185.0,15000000.0,73.0,72.0,79.0,0.8442776735459663,3.4615384615384617,CM,transfermarkt,True,1.0,0.04221388367729831,0.04221388367729831,1.4352720450281424,2.068480300187617,35.58630393996248,2.870544090056285,0.5909943714821764,0.3799249530956848,0.04221388367729831,0.0,0.0,1.4352720450281424,2.321763602251407,60.0,100.0,51.47619047619048,100.0,94.0,-3.0,68.56428571428572
La Liga,2425,Celta Vigo,Williot Swedberg,SWE,"FW,MF",20.0,2004.0,32,15,1348,15,4,5,9,4,0,0,1,0,"5,2","5,2","2,6","7,9",34.0,28.0,116.0,"0,27","0,33","0,6","0,27","0,6","0,35","0,17","0,52","0,35","0,52",15,"-1,2","-1,2","0,17","14,7",0.0,"0,13","0,27",4,0,0,32.0,"2,14",15,"46,9",1,16.0,5,1.0,"2,4","2,2",16.0,24.0,14.0,"58,3",100.0,75.0,75,12.0,28.0,196.0,161.0,"82,1",363.0,266.0,"73,3",737.0,3749.0,"2,6",363.0,0.0,0.0,0.0,18.0,266.0,1.0,0.0,18.0,2.0,0.0,360.0,1.0,4.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,8.0,"0,53",0.0,1.0,0.0,24.0,8.0,3.0,36.0,"2,4",12.0,11.0,1.0,20.0,7.0,13.0,65,10.0,1.0,3.0,4.0,9.0,10.0,23.0,16.0,26.0,21.0,18.0,351.0,16.0,50.0,34.0,1032.0,2103.0,116.0,412.0,44.0,10.0,"22,7",29.0,"65,9",293.0,72.0,53.0,6.0,562.0,222.0,562.0,"39,4",42,0.0,62.0,15,25.0,17,1,"0,46","25,6","17,1","8,5","0,56",10.0,"0,67","1,02","1,28",29.0,19.0,15.0,8.0,"34,8",0.0,18.0,32.0,21,3.0,0.0,7.0,0.0,0.0,46.0,16.0,Left Winger,187.0,20000000.0,75.0,69.0,79.0,1.0682492581602374,1.7359050445103859,Winger,transfermarkt,True,1.0,0.26706231454005935,0.3338278931750742,2.136498516320475,2.937685459940653,17.759643916913948,1.5356083086053411,0.20029673590504452,0.06676557863501484,0.0,0.0,0.0,2.2700296735905043,2.403560830860534,66.66666666666666,76.71428571428571,62.40963855421687,100.0,94.0,0.0,73.99148020654044
La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,20.0,2003.0,27,10,1127,"12,5",1,0,1,1,0,0,3,0,"2,3","2,3","0,6","2,8",2.0,8.0,27.0,"0,08",0,"0,08","0,08","0,08","0,18","0,04","0,22","0,18","0,22","12,5","-1,3","-1,3","0,12","10,7",0.0,"0,05","0,17",1,0,0,19.0,"1,52",6,"31,6","0,48",9.0,0,0.0,"-0,6","0,1",3.0,12.0,8.0,"66,7",46.0,28.0,"60,9",0.0,8.0,106.0,79.0,"74,5",187.0,122.0,"65,2",182.0,1608.0,"0,6",187.0,0.0,0.0,0.0,2.0,122.0,0.0,0.0,0.0,26.0,0.0,161.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,"0,31",0.0,5.0,0.0,7.0,2.0,0.0,14.0,"1,1",12.0,10.0,2.0,7.0,6.0,1.0,"14,3",23.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,123.0,12.0,34.0,2.0,116.0,408.0,27.0,205.0,5.0,1.0,20,3.0,60,93.0,30.0,35.0,25.0,317.0,189.0,317.0,33,42,2.0,71.0,10,25.0,17,11,"-0,18","13,7","21,7","-8,1","-0,63",-4.0,"-0,32","-0,04","0,89",18.0,22.0,58.0,51.0,"46,8",0.0,0.0,33.0,20,4.0,0.0,5.0,0.0,1.0,20.0,1.0,Centre-Forward,186.0,4000000.0,77.0,72.0,81.0,0.2395740905057675,0.3992901508429459,Winger,heuristic,True,1.0,0.07985803016858918,0.0,1.5173025732031942,0.3992901508429459,9.74267968056788,0.07985803016858918,0.3194321206743567,0.2395740905057675,0.0,0.0,0.0,0.15971606033717836,1.1180124223602483,66.66666666666666,68.82142857142857,35.471887550200805,81.08628608923884,94.0,0.0,57.84850659669047
La Liga,2425,Espanyol,Antoniu,ESP,"FW,MF",21.0,2002.0,26,13,1022,"11,4",0,1,1,0,0,0,3,0,"0,9","0,9","1,1","1,9",35.0,28.0,63.0,0,"0,09","0,09",0,"0,09","0,08","0,1","0,17","0,08","0,17","11,4","-0,9","-0,9","0,09","19,7",0.0,0,0,0,0,0,10.0,"0,88",4,40,"0,35",10.0,1,3.0,"-0,1","1,1",7.0,14.0,4.0,"28,6",67.0,47.0,"70,1",7.0,28.0,109.0,89.0,"81,7",221.0,148.0,67,636.0,2071.0,"1,1",221.0,0.0,0.0,0.0,15.0,148.0,3.0,0.0,20.0,4.0,1.0,214.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"0,09",2.0,5.0,0.0,11.0,0.0,6.0,24.0,"2,11",14.0,12.0,2.0,21.0,12.0,9.0,"42,9",11.0,1.0,8.0,4.0,9.0,8.0,21.0,10.0,29.0,23.0,5.0,215.0,12.0,27.0,35.0,966.0,1556.0,63.0,225.0,54.0,29.0,"53,7",17.0,"31,5",158.0,20.0,74.0,10.0,369.0,150.0,369.0,"29,9",39,0.0,61.0,13,17.0,13,9,"0,79","12,7","12,2","0,5","0,04",4.0,"0,35","0,92","1,08",14.0,10.0,18.0,6.0,25,0.0,20.0,23.0,19,8.0,0.0,4.0,0.0,0.0,39.0,10.0,,,,65.0,71.0,80.0,0.6164383561643836,2.5538160469667317,Winger,heuristic,True,1.0,0.0,0.08806262230919765,0.8806262230919765,4.755381604696673,13.033268101761252,1.8493150684931505,0.7045009784735812,0.26418786692759294,0.0,0.0,0.0,3.0821917808219177,2.1135029354207435,60.0,65.07142857142857,47.24899598393575,98.9219160104987,94.0,0.0,64.26104988006018
La Liga,2425,Espanyol,Justin Smith,CAN,MF,21.0,2003.0,5,3,209,"2,3",0,0,0,0,0,0,0,0,0,0,0,0,4.0,6.0,7.0,0,0,0,0,0,0,"0,02","0,02",0,"0,02","2,3",0,0,,,0.0,,,0,0,0,0.0,0,0,,0,3.0,0,0.0,0,0,1.0,6.0,2.0,"33,3",26.0,20.0,"76,9",0.0,6.0,25.0,16.0,64,61.0,40.0,"65,6",165.0,654.0,0,61.0,0.0,0.0,0.0,1.0,40.0,1.0,0.0,1.0,2.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"0,43",0.0,0.0,0.0,2.0,0.0,0.0,2.0,"0,86",5.0,4.0,1.0,6.0,2.0,4.0,"66,7",3.0,0.0,4.0,0.0,3.0,6.0,9.0,3.0,13.0,3.0,0.0,41.0,1.0,4.0,4.0,132.0,340.0,7.0,49.0,3.0,1.0,"33,3",2.0,"66,7",12.0,0.0,33.0,3.0,95.0,53.0,95.0,"6,1",42,0.0,58.0,3,17.0,2,3,"1,1","3,6","2,4","1,2","0,52",2.0,"0,86","1,23",1,4.0,2.0,0.0,3.0,100,0.0,1.0,2.0,5,4.0,0.0,0.0,0.0,0.0,8.0,3.0,Central Midfield,189.0,100000.0,,,,0.43062200956937796,5.598086124401914,CM,transfermarkt,False,1.0,0.0,0.0,0.0,1.291866028708134,17.22488038277512,3.875598086124402,1.7224880382775118,0.0,0.0,0.0,0.0,1.7224880382775118,0.8612440191387559,60.0,36.035714285714285,51.428571428571445,100.0,94.0,-3.0,58.94821428571429
La Liga,2425,Espanyol,Naci Ünüvar,NED,"MF,DF",21.0,2003.0,2,0,31,"0,3",0,0,0,0,0,0,0,0,0,0,0,"0,1",1.0,1.0,4.0,0,0,0,0,0,"0,14","0,09","0,23","0,14","0,23","0,3",0,0,"0,05","14,2",0.0,0,,0,0,0,1.0,"2,9",0,0,0,1.0,0,1.0,0,"0,1",1.0,4.0,2.0,50,3.0,3.0,100,1.0,1.0,8.0,7.0,"87,5",18.0,13.0,"72,2",38.0,193.0,0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"5,63",0.0,0.0,0.0,2.0,1.0,1.0,50,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,34.0,68.0,4.0,15.0,2.0,0.0,0,1.0,50,12.0,2.0,3.0,0.0,23.0,8.0,23.0,"0,9",16,0.0,,0,16.0,2,10,"0,61","0,3","0,2",0,"0,09",0.0,0,"0,29",0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,Left Winger,168.0,1000000.0,63.0,67.0,82.0,2.903225806451613,5.806451612903226,Winger,transfermarkt,False,1.0,0.0,0.0,2.903225806451613,5.806451612903226,37.74193548387097,5.806451612903226,0.0,0.0,0.0,0.0,0.0,2.903225806451613,5.806451612903226,60.0,29.67857142857143,63.12248995983935,100.0,94.0,-3.0,63.25690619621342
La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,19.0,2005.0,5,2,183,2,0,0,0,0,0,0,1,0,"0,1","0,1",0,"0,1",1.0,7.0,3.0,0,0,0,0,0,"0,04",0,"0,04","0,04","0,04",2,"-0,1","-0,1","0,03","23,3",0.0,0,,0,0,0,3.0,"1,48",0,0,0,3.0,0,0.0,0,0,0.0,7.0,4.0,"57,1",20.0,17.0,85,1.0,7.0,25.0,24.0,96,54.0,46.0,"85,2",192.0,779.0,0,54.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,2.0,2.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"0,49",3.0,2.0,1.0,7.0,3.0,4.0,"57,1",5.0,0.0,0.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,0.0,37.0,0.0,1.0,1.0,102.0,193.0,3.0,42.0,2.0,1.0,50,1.0,50,14.0,1.0,22.0,6.0,74.0,39.0,74.0,"5,4",37,0.0,62.0,2,20.0,3,12,"-2,78","0,8","7,1","-6,4","-3,14",-7.0,"-3,44","-3,33","0,8",2.0,9.0,2.0,3.0,60,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,4.0,3.0,,,,,,,0.0,2.459016393442623,DM,heuristic,False,1.0,0.0,0.0,1.4754098360655739,0.9836065573770492,22.62295081967213,2.459016393442623,0.0,0.4918032786885246,0.0,0.0,0.0,0.4918032786885246,0.4918032786885246,73.33333333333334,35.107142857142854,29.638157894736846,84.69324146981627,94.0,-3.0,48.707228701675454
La Liga,2425,Getafe,Abdoulaye Keita,ESP,"FW,MF",21.0,2002.0,3,1,95,"1,1",0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,0,0,0,0,0,"0,05",0,"0,05","0,05","0,05","1,1",0,0,"0,02","25,8",0.0,0,,0,0,0,2.0,"1,89",0,0,0,3.0,0,1.0,0,"0,1",0.0,6.0,1.0,"16,7",6.0,6.0,100,1.0,2.0,11.0,8.0,"72,7",27.0,15.0,"55,6",66.0,257.0,0,27.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"0,95",1.0,1.0,0.0,4.0,2.0,2.0,50,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,22.0,3.0,3.0,1.0,24.0,84.0,4.0,25.0,3.0,1.0,"33,3",2.0,"66,7",12.0,1.0,10.0,3.0,41.0,19.0,41.0,"2,8",32,0.0,54.0,1,21.0,2,9,"-1,61","0,6","2,5","-1,9","-1,81",0.0,0,"0,14",1,0.0,0.0,3.0,3.0,50,0.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,6.0,2.0,Goalkeeper,188.0,300000.0,,,,0.0,1.894736842105263,Winger,heuristic,False,1.0,0.0,0.0,1.894736842105263,2.8421052631578947,14.210526315789473,1.894736842105263,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.9473684210526315,60.0,31.964285714285715,31.877510040160647,91.0751312335958,94.0,-3.0,48.20079206025452
La Liga,2425,Getafe,Alberto Risco,ESP,"MF,FW",18.0,2005.0,5,0,69,"0,8",0,0,0,0,0,0,0,0,"0,2","0,2","0,1","0,3",3.0,3.0,6.0,0,0,0,0,0,"0,22","0,19","0,41","0,22","0,41","0,8","-0,2","-0,2","0,04","21,1",0.0,0,0,0,0,0,4.0,"5,22",1,25,"1,3",1.0,0,3.0,"-0,1","0,2",4.0,4.0,2.0,50,8.0,6.0,75,4.0,3.0,18.0,15.0,"83,3",34.0,25.0,"73,5",98.0,340.0,"0,1",34.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,4.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,"7,71",2.0,2.0,0.0,6.0,5.0,1.0,"16,7",0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,3.0,2.0,32.0,4.0,5.0,3.0,79.0,153.0,6.0,33.0,6.0,1.0,"16,7",5.0,"83,3",34.0,5.0,7.0,0.0,57.0,17.0,57.0,2,14,0.0,,0,14.0,5,6,"1,41","1,6","0,7","0,9","1,13",2.0,"2,61","2,8","0,6",2.0,0.0,3.0,1.0,25,0.0,4.0,2.0,1,0.0,0.0,0.0,0.0,0.0,5.0,4.0,Attacking Midfield,,200000.0,,,,5.217391304347826,5.217391304347826,AM,transfermarkt,False,1.0,0.0,0.0,5.217391304347826,7.826086956521739,32.608695652173914,5.217391304347826,0.0,0.0,0.0,0.0,0.0,3.9130434782608696,7.826086956521739,80.0,31.035714285714285,74.55128205128206,100.0,94.0,-3.0,71.60343406593407
La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",21.0,2003.0,33,30,2486,"27,6",4,6,10,4,0,0,8,2,"3,8","3,8","2,9","6,7",43.0,49.0,148.0,"0,14","0,22","0,36","0,14","0,36","0,14","0,1","0,24","0,14","0,24","27,6","0,2","0,2","0,08","17,1",0.0,"0,08","0,29",4,0,0,50.0,"1,81",14,28,"0,51",37.0,6,4.0,"3,1","3,1",29.0,32.0,12.0,"37,5",157.0,101.0,"64,3",16.0,49.0,328.0,248.0,"75,6",592.0,387.0,"65,4",1266.0,5080.0,"2,9",592.0,0.0,0.0,0.0,23.0,387.0,3.0,0.0,22.0,11.0,0.0,578.0,2.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,10.0,"0,36",1.0,15.0,0.0,53.0,2.0,7.0,78.0,"2,82",20.0,18.0,2.0,20.0,11.0,9.0,45,19.0,0.0,10.0,8.0,8.0,19.0,35.0,21.0,45.0,26.0,18.0,553.0,67.0,113.0,43.0,1160.0,3077.0,148.0,726.0,91.0,32.0,"35,2",49.0,"53,8",498.0,105.0,102.0,17.0,971.0,391.0,971.0,"72,7",75,10.0,80.0,30,34.0,3,0,"0,61","25,6","27,8","-2,2","-0,08",6.0,"0,22","1,28","1,27",29.0,23.0,124.0,91.0,"42,3",1.0,22.0,68.0,55,10.0,0.0,19.0,0.0,0.0,110.0,21.0,Centre-Forward,190.0,12000000.0,80.0,73.0,81.0,1.0498793242156075,1.6291230893000805,Winger,heuristic,True,1.0,0.14481094127111827,0.21721641190667737,1.8101367658889782,3.2944489139179405,14.010458567980692,1.2670957361222848,0.36202735317779566,0.28962188254223653,0.07240547063555913,0.0,0.0,1.5567176186645213,2.823813354786806,60.0,100.0,57.730923694779115,91.23129921259843,94.0,-3.0,70.06361054454037
La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",19.0,2004.0,1,0,20,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,,,0.0,,,0,0,0,0.0,0,0,,0,1.0,0,0.0,0,0,0.0,2.0,0.0,0,7.0,4.0,"57,1",0.0,1.0,2.0,1.0,50,11.0,5.0,"45,5",27.0,94.0,0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,100,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,23.0,0.0,5.0,2.0,0.0,0,1.0,50,2.0,0.0,7.0,0.0,17.0,8.0,17.0,"0,6",20,0.0,,0,20.0,1,1,"-1,11","0,2","0,5","-0,3","-1,35",0.0,0,"0,13",0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,9.0,DM,heuristic,False,1.0,0.0,0.0,0.0,9.0,22.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333334,29.285714285714285,46.25,96.14730971128608,94.0,-3.0,57.02745359955006
La Liga,2425,Getafe,Ismael Bekhoucha,MAR,"MF,DF",19.0,2004.0,5,0,69,"0,8",0,0,0,0,0,0,2,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,"0,8",0,0,,,0.0,,,0,0,0,0.0,0,0,,0,1.0,0,0.0,0,0,0.0,3.0,0.0,0,5.0,4.0,80,0.0,1.0,14.0,13.0,"92,9",24.0,17.0,"70,8",74.0,224.0,0,24.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,4.0,2.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"1,3",2.0,1.0,1.0,2.0,1.0,1.0,50,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,16.0,0.0,2.0,1.0,35.0,71.0,1.0,16.0,3.0,2.0,"66,7",1.0,"33,3",9.0,0.0,14.0,7.0,35.0,13.0,35.0,2,14,0.0,,0,14.0,5,6,"0,9","1,4","0,9","0,5","0,63",-2.0,"-2,61","-2,53","0,2",0.0,2.0,1.0,1.0,50,0.0,1.0,3.0,3,2.0,0.0,0.0,0.0,0.0,6.0,1.0,Right-Back,176.0,300000.0,,,,0.0,3.9130434782608696,DM,heuristic,False,1.0,0.0,0.0,0.0,3.9130434782608696,22.17391304347826,1.3043478260869565,2.608695652173913,2.608695652173913,0.0,0.0,0.0,1.3043478260869565,1.3043478260869565,73.33333333333334,31.035714285714285,48.7828947368421,93.15715223097114,94.0,-5.0,55.98123260908176
La Liga,2425,Getafe,John Joe,IRL,"MF,FW",20.0,2003.0,4,0,48,"0,5",0,0,0,0,0,0,1,0,"0,1","0,1",0,"0,1",1.0,0.0,6.0,0,0,0,0,0,"0,26",0,"0,26","0,26","0,26","0,5","-0,1","-0,1","0,07","20,9",0.0,0,,0,0,0,2.0,"3,75",0,0,0,0.0,0,0.0,0,0,0.0,1.0,1.0,100,4.0,2.0,50,0.0,0.0,13.0,12.0,"92,3",20.0,16.0,80,48.0,193.0,0,20.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.0,4.0,1.0,47.0,102.0,6.0,23.0,5.0,2.0,40,3.0,60,18.0,1.0,5.0,1.0,33.0,10.0,33.0,"1,4",12,0.0,,0,12.0,4,5,"-2,86","0,4","2,1","-1,6","-3,07",0.0,0,"0,13",1,0.0,0.0,2.0,2.0,50,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,81.0,66.0,78.0,0.0,0.0,Winger,heuristic,False,1.0,0.0,0.0,3.75,9.375,30.0,0.0,0.0,1.875,0.0,0.0,0.0,1.875,0.0,66.66666666666666,30.285714285714285,41.25502008032129,86.95669291338584,94.0,-5.0,50.5511201160096
La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,21.0,2002.0,7,4,263,"2,9",0,0,0,0,0,0,1,0,0,0,0,"0,1",2.0,6.0,2.0,0,0,0,0,0,"0,01","0,01","0,02","0,01","0,02","2,9",0,0,"0,02","31,2",0.0,0,,0,0,0,2.0,"0,68",0,0,0,7.0,0,0.0,0,"0,1",1.0,13.0,8.0,"61,5",19.0,12.0,"63,2",2.0,6.0,20.0,12.0,60,61.0,36.0,59,267.0,680.0,0,61.0,0.0,0.0,0.0,3.0,36.0,1.0,0.0,0.0,2.0,2.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,"1,03",3.0,3.0,0.0,1.0,0.0,1.0,100,5.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,6.0,0.0,0.0,34.0,1.0,1.0,2.0,74.0,148.0,2.0,36.0,3.0,2.0,"66,7",1.0,"33,3",10.0,2.0,21.0,6.0,87.0,56.0,87.0,"7,7",38,1.0,63.0,4,4.0,3,7,"0,34","1,8","1,6","0,2","0,07",-1.0,"-0,34","-0,23","1,14",1.0,2.0,3.0,10.0,"76,9",0.0,0.0,6.0,7,0.0,0.0,0.0,0.0,0.0,8.0,4.0,Centre-Back,192.0,600000.0,,,,0.34220532319391633,2.0532319391634983,DM,heuristic,False,1.0,0.0,0.0,0.6844106463878327,1.0266159695817492,12.319391634980988,2.0532319391634983,0.0,0.34220532319391633,0.0,0.0,0.0,0.6844106463878327,1.0266159695817492,60.0,37.964285714285715,27.697368421052634,81.97112860892389,94.0,-3.0,45.85412793795512
