league,season,team,player_name,nation,position,age,date_of_birth,Playing Time_MP,Playing Time_Starts,minutes,Playing Time_90s,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup,key_passes_per90,def_actions_per90,standard_position,position_source,is_official,data_completeness
La Liga,2425,Sevilla,Israel Domínguez,ESP,MF,21.0,2003.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Sevilla,Juanlu Sánchez,ESP,"MF,DF",20.0,2003.0,32,18,1722,19.1,4,4,8,4,0,0,6,1,0.21,0.21,0.42,0.21,0.42,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Sevilla,Leandro Antonetti,PUR,FW,21.0,2003.0,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.279886394739151,0.279886394739151,0.0257694143801927,0,1,0.3056558091193437,0.0,3.214285714285714,0.0,Winger,heuristic,False,1.0
La Liga,2425,Sevilla,Manu Bueno,ESP,MF,20.0,2004.0,9,1,140,1.6,1,0,1,1,0,0,0,0,0.64,0.0,0.64,0.64,0.64,0.1197992824018001,0.1197992824018001,0.0,1,0,0.1434452943503856,0.0638722740113735,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Sevilla,Mateo Mejía,ESP,FW,21.0,2003.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Sevilla,Peque,ESP,"MF,FW",21.0,2002.0,26,14,1134,12.6,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.9474023068323727,1.9474023068323727,1.341845514252782,1,12,5.483433924615383,2.278570069000125,0.9523809523809523,0.0,Winger,heuristic,True,1.0
La Liga,2425,Sevilla,Stanis Idumbo,BEL,MF,19.0,2005.0,14,3,284,3.2,1,1,2,1,0,0,0,0,0.32,0.32,0.63,0.32,0.63,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Valencia,David Otorbi,ESP,FW,16.0,2007.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Valencia,Francisco Perez,ESP,MF,21.0,2002.0,26,4,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Valencia,Javier Guerra,ESP,MF,21.0,2003.0,36,31,2581,28.7,3,3,6,3,0,0,5,0,0.1,0.1,0.21,0.1,0.21,2.3096360610798,2.3096360610798,3.4588873218744998,3,23,11.508765971288083,7.850300427526236,0.8020147229755908,0.0,AM,heuristic,True,1.0
La Liga,2425,Valencia,Martín Tejón,ESP,MF,20.0,2004.0,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0755454003810882,0.0755454003810882,0.0282392706722021,0,1,0.1037846710532903,0.0,1.8367346938775508,0.0,AM,heuristic,False,1.0
La Liga,2425,Valladolid,Adam Aznou,MAR,"DF,MF",18.0,2006.0,13,10,876,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2700843885540962,0.2700843885540962,0.5333969108760357,0,6,2.35653112642467,1.700465090572834,0.6164383561643836,0.0,AM,heuristic,True,1.0
La Liga,2425,Valladolid,Adrian Baquerin,ESP,FW,17.0,2007.0,5,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Valladolid,Chuky san jose,ESP,"MF,FW",20.0,2004.0,18,9,728,8.1,2,0,2,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
La Liga,2425,Valladolid,Ibrahim Alani,NGA,MF,18.0,2006.0,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0153869660571217,0.0153869660571217,0.0,0,0,0.5193248661234975,0.5039379000663757,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Valladolid,Mario Maroto,ESP,MF,20.0,2003.0,2,0,64,0.7,0,1,1,0,0,0,0,0,0.0,1.41,1.41,0.0,1.41,0.0180853605270385,0.0180853605270385,0.0253202356398105,0,1,0.1041454076766967,0.0607398115098476,1.40625,0.0,AM,heuristic,False,1.0
La Liga,2425,Valladolid,Mario Martín,ESP,MF,20.0,2004.0,30,20,1748,19.4,0,1,1,0,0,0,8,3,0.0,0.05,0.05,0.0,0.05,1.6727460799738765,1.6727460799738765,1.3807980883866549,0,12,6.022261788137257,3.702557012438774,0.6178489702517163,0.0,AM,heuristic,True,1.0
La Liga,2425,Valladolid,Raúl Moro,ESP,"MF,FW",21.0,2002.0,33,26,2341,26.0,4,5,9,4,0,0,2,0,0.15,0.19,0.35,0.15,0.35,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
La Liga,2425,Valladolid,Xavier Moreno,ESP,FW,19.0,2004.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Villarreal,Daniel Requena,ESP,MF,20.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Villarreal,Ilias Akhomach,MAR,MF,20.0,2004.0,11,7,584,6.5,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,0.6073880009353161,0.6073880009353161,1.253532700240612,1,9,3.397372789680958,1.741298319771886,1.386986301369863,0.0,AM,heuristic,False,1.0
La Liga,2425,Villarreal,Karl Etta Eyong,CMR,FW,20.0,2003.0,4,0,37,0.4,1,0,1,1,0,0,0,0,2.43,0.0,2.43,2.43,2.43,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Villarreal,Pau Cabanes,ESP,FW,19.0,2005.0,10,0,163,1.8,1,0,1,1,0,0,0,0,0.55,0.0,0.55,0.55,0.55,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Villarreal,Thiago Ojeda,ARG,MF,21.0,2003.0,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0154521698132157,0.0154521698132157,0.0,0,0,0.5112302899360657,0.5112302899360657,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Villarreal,Thierno Barry,FRA,FW,21.0,2002.0,35,25,2323,25.8,11,4,15,10,1,1,4,0,0.43,0.15,0.58,0.39,0.54,14.316296067088842,15.059573616832497,3.666274566203356,10,24,19.066308550536636,4.0202120169997215,0.9298321136461473,0.0,Winger,heuristic,True,1.0
La Liga,2425,Villarreal,Yeremi Pino,ESP,MF,21.0,2002.0,34,25,1934,21.5,4,7,11,4,0,0,11,0,0.19,0.33,0.51,0.19,0.51,3.981011871248484,3.981011871248484,5.7880224250257015,4,39,14.707165252417326,6.185822805389762,1.8148914167528438,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Angers,Enzo Caumont,FRA,MF,20.0,2004.0,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0860391557216644,0.0860391557216644,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Angers,Jacques Ekomie,GAB,"DF,MF",20.0,2003.0,18,7,697,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0208582151681184,0.0208582151681184,0.0,0,0,0.5518848989158869,0.5518848989158869,0.0,0.0,CM,heuristic,True,1.0
Ligue 1,2425,Angers,Justin-Noël Kalumba,FRA,FW,19.0,2004.0,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Angers,Lanroy Machine,FRA,MF,18.0,2005.0,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0537509582936763,0.0537509582936763,0.0,0,0,0.0537509582936763,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Angers,Marius Courcoul,FRA,MF,17.0,2007.0,8,3,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0598311349749565,0.0598311349749565,0.0417022667825222,0,1,0.4375119507312774,0.3982678726315498,0.29126213592233013,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Angers,Prosper Peter,NGA,FW,16.0,2007.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Angers,Sidiki Cherif,FRA,FW,17.0,2006.0,7,3,324,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Auxerre,Aristide Zossou,CIV,MF,19.0,2005.0,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Auxerre,Ben Viadere,FRA,FW,18.0,2005.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Auxerre,Fredrik Oppegard,NOR,"MF,DF",21.0,2002.0,9,2,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Auxerre,Kévin Danois,FRA,MF,20.0,2004.0,22,16,1460,16.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9946297388523816,0.9946297388523816,2.3297908948734403,0,25,6.475489607080817,3.929859349504113,1.5410958904109588,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Auxerre,Lasso Coulibaly,CIV,MF,21.0,2002.0,3,0,45,0.5,1,0,1,1,0,0,0,0,2.0,0.0,2.0,2.0,2.0,0.2818722389638424,0.2818722389638424,0.0666709840297699,1,1,0.3658285848796367,0.0839563384652137,2.0,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Auxerre,Rudy Matondo,FRA,MF,16.0,2008.0,5,0,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2317506670951843,0.2317506670951843,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Auxerre,Yoann Cissé,FRA,MF,19.0,2004.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Brest,Axel Camblan,FRA,FW,20.0,2003.0,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.098401553928852,0.098401553928852,0.0,0,0,0.098401553928852,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Brest,Hamidou Makalou,MLI,MF,18.0,2006.0,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1229897066950798,0.1229897066950798,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Brest,Kamory Doumbia,MLI,"MF,FW",21.0,2003.0,30,13,1322,14.7,3,2,5,3,0,0,1,0,0.2,0.14,0.34,0.2,0.34,3.75056536309421,3.75056536309421,2.2519246162846684,3,26,6.980424685403705,2.206164136528969,1.7700453857791227,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Brest,Sérigné Diop,SEN,FW,19.0,2005.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Le Havre,Antoine Joujou,FRA,"MF,FW",21.0,2003.0,26,9,943,10.5,0,2,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,0.8187035582959652,0.8187035582959652,3.482716904953122,0,15,5.577205473557115,2.045214200392365,1.4316012725344642,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Le Havre,Elysée Logbo,FRA,FW,20.0,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Le Havre,Ilyes Housni,FRA,FW,19.0,2005.0,12,3,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2678281217813492,0.2678281217813492,0.4824498342350125,0,2,0.3481463463976979,0.1453414782881736,0.782608695652174,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Le Havre,Junior Mwanga,FRA,MF,21.0,2003.0,11,11,952,10.6,1,2,3,1,0,0,1,1,0.09,0.19,0.28,0.09,0.28,1.369440147653222,1.369440147653222,1.6665557697415352,1,9,4.944672940298915,2.9164337776601315,0.8508403361344538,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Le Havre,Mahamadou Diawara,FRA,MF,19.0,2005.0,15,6,582,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,0.267759189940989,0.267759189940989,0.2866376228630543,0,7,1.3198313117027285,0.8539094002917409,1.0824742268041239,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Le Havre,Steve Ngoura,FRA,FW,19.0,2005.0,8,2,289,3.2,1,0,1,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,1.470861777663231,1.470861777663231,0.4437329918146133,1,2,1.6963221728801727,0.0471266712993383,0.6228373702422145,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Le Havre,Timothee Pembele,FRA,"DF,MF",21.0,2002.0,20,12,1113,12.4,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,1.1886742673814297,1.1886742673814297,0.0972016714513301,1,3,3.378208953887224,2.296531153842807,0.24258760107816713,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Lens,Andy Diouf,FRA,MF,21.0,2003.0,34,27,2225,24.7,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,3.282163294032216,3.282163294032216,3.276158655062318,1,34,10.56933762691915,5.297075832262635,1.3752808988764045,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Lens,Gabin Capuano,FRA,FW,18.0,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0671440660953521,0.0671440660953521,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Lens,Hamzat Ojediran,NGA,MF,20.0,2003.0,17,1,416,4.6,1,0,1,1,0,0,5,0,0.22,0.0,0.22,0.22,0.22,0.9302560910582542,0.9302560910582542,0.3495721258223057,1,2,1.641879379749298,0.3620512038469314,0.4326923076923077,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Lens,Jeremy Agbonifo,SWE,FW,18.0,2005.0,8,1,300,3.3,1,0,1,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,1.2059635091573,1.2059635091573,0.2067946828901767,1,3,3.8567132242023945,2.502289552241564,0.9,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Lens,Kembo Diliwidi,FRA,FW,18.0,2006.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0671440660953521,0.0671440660953521,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Lens,Kyllian Antonio,FRA,"MF,DF",16.0,2008.0,3,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0550034828484058,0.0550034828484058,0.0,0,0,0.0741415098309516,0.0191380269825458,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Lens,Rayan Fofana,FRA,MF,18.0,2006.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5766252279281616,0.5766252279281616,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Lens,Rémy Labeau Lascary,GLP,"MF,FW",21.0,2003.0,14,6,637,7.1,2,1,3,2,0,0,5,0,0.28,0.14,0.42,0.28,0.42,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Lille,Aaron Malouda,FRA,FW,18.0,2005.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Lille,Ayyoub Bouaddi,FRA,MF,16.0,2007.0,24,11,1151,12.8,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.1453191004693508,0.1453191004693508,0.9552446156740187,0,5,4.033296465873718,3.430319271981716,0.3909643788010426,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Lille,Ethan Mbappé,FRA,MF,17.0,2006.0,10,1,222,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.1661293618381023,1.1661293618381023,1.6172430515289309,0,6,3.204540476202965,1.5328324940055609,2.4324324324324325,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Lille,Hákon Haraldsson,ISL,MF,21.0,2003.0,25,21,1755,19.5,5,3,8,5,0,0,3,0,0.26,0.15,0.41,0.26,0.41,4.371255045756698,4.371255045756698,3.78432365693152,5,35,11.861708404496312,5.51986491959542,1.794871794871795,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Lille,Matias Fernandez-Pardo,BEL,"MF,FW",19.0,2005.0,22,12,1065,11.8,4,2,6,4,0,0,4,0,0.34,0.17,0.51,0.34,0.51,3.14273495413363,3.14273495413363,2.6074153184890747,4,16,8.360099844634533,3.0169248208403587,1.352112676056338,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Lille,Ngal'Ayel Mukau,COD,MF,19.0,2004.0,22,14,1190,13.2,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
Ligue 1,2425,Lille,Younes Lachaab,FRA,MF,19.0,2005.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0547575540840625,0.0547575540840625,0.0,0,0,0.1952003538608551,0.1404428035020828,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Lyon,Alejandro Rodriguez,POR,FW,16.0,2008.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Lyon,Ernest Nuamah,GHA,"MF,FW",20.0,2003.0,23,13,1052,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,2.1159475408494477,2.1159475408494477,1.9597924686968329,3,18,8.678813071921468,6.032109923660755,1.5399239543726235,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Lyon,Mahamadou Diawara,FRA,MF,19.0,2005.0,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.267759189940989,0.267759189940989,0.2866376228630543,0,7,1.3198313117027285,0.8539094002917409,39.375,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Lyon,Malick Fofana,BEL,"FW,MF",19.0,2005.0,29,16,1589,17.7,5,4,9,5,0,0,2,0,0.28,0.23,0.51,0.28,0.51,4.388201240450144,4.388201240450144,2.955590769648552,5,24,11.517354555428028,5.349942370317876,1.3593455003146633,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Lyon,Rayan Cherki,FRA,"MF,FW",20.0,2003.0,30,22,2041,22.7,8,11,19,8,0,0,3,0,0.35,0.49,0.84,0.35,0.84,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Marseille,Amar Dedić,BIH,MF,21.0,2002.0,10,2,314,3.5,0,1,1,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Marseille,Bilal Nadir,MAR,MF,20.0,2003.0,15,5,383,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23,0.4768651276826858,0.4768651276826858,0.4125685840845108,1,7,2.9346980527043343,2.5960681308060884,1.6449086161879896,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Marseille,Darryl Bakola,FRA,MF,16.0,2007.0,2,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Marseille,Elye Wahi,CIV,FW,21.0,2003.0,13,7,574,6.4,3,1,4,2,1,1,1,0,0.47,0.16,0.63,0.31,0.47,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Marseille,Emmanuel Koum Mbondo,FRA,FW,18.0,2006.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Marseille,Enzo Sternal,FRA,FW,17.0,2007.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218993779271841,0,1,0.0218993779271841,0.0,3.75,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Marseille,Jonathan Rowe,ENG,"MF,FW",21.0,2003.0,28,6,807,9.0,3,3,6,3,0,0,2,0,0.33,0.33,0.67,0.33,0.67,4.040985098108649,4.040985098108649,4.249518811702728,3,17,9.702231803908944,3.405180824920535,1.8959107806691449,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Marseille,Keyliane Abdallah,FRA,FW,18.0,2006.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Marseille,Robinio Vaz,FRA,FW,17.0,2007.0,2,0,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6522831320762634,0.6522831320762634,0.0,0,0,0.6837848871946335,0.03150175511837,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Marseille,Valentin Carboni,ARG,MF,19.0,2005.0,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Monaco,Eliesse Ben Seghir,MAR,MF,19.0,2005.0,33,19,1750,19.4,6,3,9,4,2,2,0,0,0.31,0.15,0.46,0.21,0.36,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
Ligue 1,2425,Monaco,George Ilenikhena,NGA,FW,17.0,2006.0,23,6,717,8.0,3,2,5,3,0,0,0,0,0.38,0.25,0.63,0.38,0.63,4.81297224201262,4.81297224201262,1.3560339473187923,3,8,6.015256393700838,0.4557048678398132,1.00418410041841,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Monaco,Kassoum Ouattara,FRA,"MF,DF",19.0,2004.0,12,5,391,4.3,0,1,1,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,0.1231917422264814,0.1231917422264814,1.7095962539315224,0,6,2.4682640451937914,0.762264434248209,1.381074168797954,0.0,AM,heuristic,False,1.0
Ligue 1,2425,Monaco,Lamine Camara,SEN,MF,20.0,2004.0,29,25,2054,22.8,2,7,9,2,0,0,10,1,0.09,0.31,0.39,0.09,0.39,2.2444400172680616,2.2444400172680616,4.86440384760499,2,45,12.08375416137278,8.655269239097834,1.9717624148003894,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Monaco,Lucas Michal,FRA,FW,19.0,2005.0,8,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3729779087007046,0.3729779087007046,0.8126267194747925,0,1,2.0130007416009903,0.911671144887805,0.7692307692307693,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Monaco,Mamadou Coulibaly,FRA,MF,20.0,2004.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0356051810085773,0.0356051810085773,0.0,0,0,0.0355999208986759,0.0355999208986759,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Monaco,Mika Biereth,DEN,FW,21.0,2003.0,16,16,1228,13.6,13,2,15,12,1,2,0,0,0.95,0.15,1.1,0.88,1.03,10.685056135058405,12.205246433615685,4.793574631214142,12,22,17.8470024690032,3.38298643194139,1.6123778501628665,0.0,Winger,heuristic,True,1.0
Ligue 1,2425,Monaco,Saïmon Bouabré,FRA,MF,18.0,2006.0,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
Ligue 1,2425,Monaco,Soungoutou Magassa,FRA,MF,20.0,2003.0,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.0,0.09,0.09,0.0,0.09,0.3228309992700815,0.3228309992700815,0.7810156438499689,0,7,3.901182141155005,3.066309651359916,0.6146341463414634,0.0,AM,heuristic,True,1.0
Ligue 1,2425,Montpellier,Axel Gueguin,FRA,FW,19.0,2005.0,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Ligue 1,2425,Montpellier,Enzo Tchato,CMR,"DF,MF",21.0,2002.0,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
Ligue 1,2425,Montpellier,Junior Ndiaye,UAE,FW,19.0,2005.0,15,4,441,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8206368610262871,0.8206368610262871,0.3226534109562635,0,5,1.9936029464006424,0.9917767867445946,1.0204081632653061,0.0,Winger,heuristic,False,1.0
