league,season,team,player_name,nation,position,age,date_of_birth,Playing Time_MP,Playing Time_Starts,minutes,Playing Time_90s,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup,key_passes_per90,def_actions_per90,standard_position,position_source,is_official,data_completeness
Premier League,2425,Tottenham Hotspur,Wilson Odobert,FRA,"FW,MF",19.0,2004.0,16,9,850,9.4,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,2.115951618179679,2.115951618179679,0.8556916369125247,1,6,4.030231017619371,1.800855565816164,0.6352941176470589,0.0,Winger,heuristic,True,1.0
Premier League,2425,West Ham United,Evan Ferguson,IRL,FW,19.0,2004.0,8,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4812848791480064,1.4812848791480064,0.7929156944155693,1,5,2.186324803158641,0.0809200052171945,2.884615384615384,0.0,Winger,heuristic,False,1.0
Premier League,2425,West Ham United,Lewis Orford,ENG,MF,18.0,2006.0,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0156571604311466,0.0156571604311466,0.0269074831157922,0,1,0.228230133652687,0.228230133652687,1.8367346938775508,0.0,AM,heuristic,False,1.0
Premier League,2425,West Ham United,Luis Guilherme,BRA,MF,18.0,2006.0,12,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3657259922474623,0.3657259922474623,0.1099593006074428,0,3,0.7313005086034536,0.4087594524025917,1.8,0.0,AM,heuristic,False,1.0
Premier League,2425,West Ham United,Oliver Scarles,ENG,"MF,DF",18.0,2005.0,15,7,665,7.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1373369004577398,0.1373369004577398,0.1161051169037818,0,3,0.7346537318080664,0.5881846826523542,0.406015037593985,0.0,AM,heuristic,True,1.0
Premier League,2425,Wolves,Carlos Forbs,POR,MF,20.0,2004.0,10,1,239,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1455498486757278,0.1455498486757278,0.0350774861872196,0,1,0.452562496997416,0.3067525858059525,0.37656903765690375,0.0,AM,heuristic,False,1.0
Premier League,2425,Wolves,Mateus Mane,POR,FW,16.0,2007.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
Premier League,2425,Wolves,Pedro Lima,BRA,MF,18.0,2006.0,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05142717435956,0.05142717435956,0.0718730613589286,0,2,0.1370548047125339,0.0547929070889949,2.571428571428571,0.0,AM,heuristic,False,1.0
Premier League,2425,Wolves,Rodrigo Gomes,POR,MF,21.0,2003.0,25,7,810,9.0,2,0,2,2,0,0,0,0,0.22,0.0,0.22,0.22,0.22,0.6804056065157056,0.6804056065157056,0.979415087029338,2,12,1.9415704039856791,0.3165671061724424,1.3333333333333335,0.0,AM,heuristic,True,1.0
La Liga,2425,Alavés,Hugo Novoa,ESP,"MF,DF",21.0,2003.0,5,2,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Alavés,Luka Romero,ARG,"MF,FW",19.0,2004.0,6,2,199,2.2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0274123083800077,0.7706899177283049,0.2663516765460372,0,4,0.5439141355454922,0.310863196849823,1.8090452261306533,0.0,Winger,heuristic,False,1.0
La Liga,2425,Alavés,Pau Cabanes,ESP,MF,19.0,2005.0,6,2,188,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Athletic Club,Aingeru Olabarrieta,ESP,MF,18.0,2005.0,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Athletic Club,Endika Buján,ESP,FW,21.0,2003.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Athletic Club,Mikel Jauregizar,ESP,MF,20.0,2003.0,34,25,2244,24.9,2,1,3,2,0,0,4,1,0.08,0.04,0.12,0.08,0.12,1.041112948209047,1.041112948209047,1.5972765255719423,2,24,10.448270935565231,8.638248216360807,0.9625668449197861,0.0,AM,heuristic,True,1.0
La Liga,2425,Athletic Club,Nicolás Serrano,ESP,MF,21.0,2003.0,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1887172702699899,0.1887172702699899,0.0154199851676821,0,1,1.5473762713372707,1.3515974879264832,0.8035714285714285,0.0,AM,heuristic,False,1.0
La Liga,2425,Athletic Club,Peio Canales,ESP,MF,19.0,2005.0,8,2,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1971820127218961,0.1971820127218961,0.4887658208608627,0,6,0.7809601724147797,0.5443078130483627,2.0849420849420848,0.0,AM,heuristic,False,1.0
La Liga,2425,Athletic Club,Unai Gómez,ESP,"MF,FW",21.0,2003.0,32,14,1284,14.3,1,3,4,1,0,0,1,0,0.07,0.21,0.28,0.07,0.28,2.785275062546134,2.785275062546134,1.0150505416095257,1,10,4.806635640561581,1.6319821402430534,0.7009345794392523,0.0,Winger,heuristic,True,1.0
La Liga,2425,Atlético Madrid,Adrian Niño,ESP,FW,20.0,2004.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Atlético Madrid,Giuliano Simeone,ARG,MF,21.0,2002.0,33,26,1926,21.4,2,6,8,2,0,0,4,0,0.09,0.28,0.37,0.09,0.37,3.001487374305725,3.001487374305725,7.1847349517047405,2,24,16.635959770530462,8.725617446005344,1.1214953271028036,0.0,AM,heuristic,True,1.0
La Liga,2425,Atlético Madrid,Pablo Barrios,ESP,MF,21.0,2003.0,31,28,2330,25.9,1,4,5,1,0,0,4,1,0.04,0.15,0.19,0.04,0.19,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Barcelona,Ansu Fati,ESP,MF,21.0,2002.0,6,3,233,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Barcelona,Daniel Rodriguez,ESP,MF,18.0,2005.0,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Barcelona,Fermin López,ESP,MF,21.0,2003.0,28,12,1252,13.9,6,5,11,6,0,0,4,1,0.43,0.36,0.79,0.43,0.79,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Barcelona,Gavi,ESP,MF,19.0,2004.0,26,14,1085,12.1,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,1.0601166114211082,1.0601166114211082,1.6527631673961878,1,14,7.769327191635966,5.841560788452625,1.1612903225806452,0.0,AM,heuristic,True,1.0
La Liga,2425,Barcelona,Lamine Yamal,ESP,"MF,FW",17.0,2007.0,35,31,2856,31.7,9,13,22,9,0,0,3,0,0.28,0.41,0.69,0.28,0.69,11.593033526092768,11.593033526092768,14.466477727517486,9,64,38.30787461996079,18.00324920192361,2.0168067226890756,0.0,Winger,heuristic,True,1.0
La Liga,2425,Barcelona,Marc Bernal,ESP,MF,17.0,2007.0,3,3,242,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0560634769499301,0.0560634769499301,0.0110369473695755,0,1,1.5139116048812866,1.4468111991882324,0.371900826446281,0.0,AM,heuristic,False,1.0
La Liga,2425,Barcelona,Marc Casado,ESP,MF,20.0,2003.0,23,20,1611,17.9,1,3,4,1,0,0,4,1,0.06,0.17,0.22,0.06,0.22,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Barcelona,Pablo Torre,ESP,MF,21.0,2003.0,10,4,310,3.4,3,1,4,3,0,0,0,0,0.87,0.29,1.16,0.87,1.16,0.2954732328653335,0.2954732328653335,0.9360514245927334,3,8,3.322905655950308,2.8765976540744305,2.3225806451612905,0.0,AM,heuristic,False,1.0
La Liga,2425,Barcelona,Pedri,ESP,MF,21.0,2002.0,37,35,2879,32.0,4,5,9,4,0,0,3,0,0.13,0.16,0.28,0.13,0.28,2.5104309488087893,2.5104309488087893,7.80679078027606,4,70,31.42633649148047,23.62103444710374,2.1882598124348736,0.0,AM,heuristic,True,1.0
La Liga,2425,Celta Vigo,Damián Rodríguez,ESP,MF,21.0,2003.0,17,10,927,10.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.127200037240982,0.127200037240982,0.7659732662141323,0,17,6.718720376491547,6.550715155899525,1.6504854368932038,0.0,AM,heuristic,True,1.0
La Liga,2425,Celta Vigo,Fer López,ESP,"FW,MF",20.0,2004.0,17,7,671,7.5,2,0,2,2,0,0,2,0,0.27,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
La Liga,2425,Celta Vigo,Hugo Sotelo,ESP,MF,20.0,2003.0,24,15,1254,13.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.2050209920853376,0.2050209920853376,1.4551474852487445,0,18,6.345577529631555,6.105225531384349,1.291866028708134,0.0,AM,heuristic,True,1.0
La Liga,2425,Celta Vigo,Hugo Álvarez,ESP,MF,21.0,2003.0,26,16,1572,17.5,4,3,7,4,0,0,6,0,0.23,0.17,0.4,0.23,0.4,2.689221888780594,2.689221888780594,1.5981045421212912,4,18,10.966527298092842,7.376502707600594,1.0305343511450382,0.0,AM,heuristic,True,1.0
La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,21.0,2003.0,33,22,2132,23.7,1,1,2,1,0,0,9,1,0.04,0.04,0.08,0.04,0.08,2.144344466738403,2.144344466738403,2.3155504409223795,1,20,10.528111347928643,7.22747259400785,0.8442776735459663,0.0,AM,heuristic,True,1.0
La Liga,2425,Celta Vigo,Williot Swedberg,SWE,"FW,MF",20.0,2004.0,32,15,1348,15.0,4,5,9,4,0,0,1,0,0.27,0.33,0.6,0.27,0.6,5.415778731927276,5.415778731927276,2.35014989040792,4,16,9.57019367441535,3.778790196403861,1.0682492581602374,0.0,Winger,heuristic,True,1.0
La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,20.0,2003.0,27,10,1127,12.5,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,2.3388653844594955,2.3388653844594955,0.0692170769907534,1,2,4.326464080251753,2.6153524788096547,0.15971606033717836,0.0,Winger,heuristic,True,1.0
La Liga,2425,Espanyol,Antoniu,ESP,MF,21.0,2002.0,26,13,1022,11.4,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Espanyol,Justin Smith,CAN,MF,21.0,2003.0,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280212052166461,0,1,0.0928542204201221,0.0648330152034759,0.43062200956937796,0.0,AM,heuristic,False,1.0
La Liga,2425,Espanyol,Naci Ünüvar,NED,"FW,MF",21.0,2003.0,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0209408048540353,0.0209408048540353,0.0244460739195346,0,1,0.0653083771467208,0.0199214983731508,2.903225806451613,0.0,Winger,heuristic,False,1.0
La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,19.0,2005.0,5,2,183,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0838479502126574,0.0838479502126574,0.0,0,0,0.1827542660757899,0.0989063177257776,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Getafe,Abdoulaye Keita,ESP,MF,21.0,2002.0,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0552290640771389,0.0552290640771389,0.0,0,0,0.0983588024973869,0.043129738420248,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Getafe,Alberto Risco,ESP,MF,18.0,2005.0,5,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1284910440444946,0.1284910440444946,0.1525612119585275,0,4,0.2111208271235227,0.0293412059545516,5.217391304347826,0.0,AM,heuristic,False,1.0
La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",21.0,2003.0,33,30,2486,27.6,4,6,10,4,0,0,8,2,0.14,0.22,0.36,0.14,0.36,3.5409127213060856,3.5409127213060856,4.277017377316952,4,29,10.609380455687642,4.319228434935212,1.0498793242156075,0.0,Winger,heuristic,True,1.0
La Liga,2425,Getafe,John Joe,IRL,MF,20.0,2003.0,4,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,21.0,2002.0,7,4,263,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0328521868214011,0.0328521868214011,0.0109659628942608,0,1,0.0929688019677996,0.0601166142150759,0.34220532319391633,0.0,AM,heuristic,False,1.0
La Liga,2425,Getafe,Yellu Santiago,ESP,MF,20.0,2004.0,19,4,372,4.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20.0,2004.0,22,7,852,9.5,2,0,2,2,0,0,6,0,0.21,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",21.0,2003.0,32,30,2624,29.2,2,2,4,2,0,0,3,0,0.07,0.07,0.14,0.07,0.14,2.5853976234793663,2.5853976234793663,1.9221024503931403,2,18,10.227491691708565,8.097760723903775,0.6173780487804879,0.0,AM,heuristic,True,1.0
La Liga,2425,Girona,Gabriel Osei Misehouy,NED,FW,19.0,2005.0,9,1,257,2.9,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Girona,Iker Almena,ESP,MF,20.0,2004.0,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,1.87,1.87,0.0,1.87,0.0407807305455207,0.0407807305455207,0.5271588806062937,0,2,0.671602189540863,0.1275573968887329,3.75,0.0,AM,heuristic,False,1.0
La Liga,2425,Girona,Jhon Solis,COL,MF,19.0,2004.0,19,3,535,5.9,1,0,1,1,0,0,3,0,0.17,0.0,0.17,0.17,0.17,0.6953313462436199,0.6953313462436199,0.0516566205769777,1,2,1.400166291743517,0.7516260519623756,0.33644859813084116,0.0,AM,heuristic,False,1.0
La Liga,2425,Girona,Kim Minsu,KOR,FW,18.0,2006.0,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Girona,Papa Ba,ESP,FW,19.0,2004.0,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Girona,Silvi Clúa,ESP,MF,19.0,2005.0,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Girona,Yaser Asprilla,COL,"MF,FW",20.0,2003.0,27,15,1405,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
La Liga,2425,Las Palmas,Aboubacar Bassinga,CIV,MF,19.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Las Palmas,Alberto Moleiro,ESP,MF,20.0,2003.0,35,32,2714,30.2,6,1,7,6,0,0,5,0,0.2,0.03,0.23,0.2,0.23,5.749200511723757,5.749200511723757,3.676157739944756,6,41,12.830253762193024,5.828310145065188,1.3596168017686072,0.0,AM,heuristic,True,1.0
La Liga,2425,Las Palmas,Arturo Rodríguez,ESP,FW,17.0,2006.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Las Palmas,Dario Essugo,POR,MF,19.0,2005.0,27,25,1938,21.5,1,0,1,1,0,0,11,2,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Las Palmas,Diego Martín,ESP,FW,20.0,2003.0,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0174019131809473,0.0174019131809473,0.0,0,0,0.0174019131809473,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Las Palmas,José Carlos González,ESP,MF,18.0,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,19.0,2005.0,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0180441178381443,0.0180441178381443,0.0,0,0,0.0247787293046712,0.0247787293046712,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19.0,2004.0,14,12,969,10.8,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,0.1618144428357482,0.1618144428357482,0.2184264194220304,1,7,1.4333512708544731,1.2132029794156551,0.6501547987616099,0.0,AM,heuristic,True,1.0
La Liga,2425,Leganés,Yan Diomandé,CIV,MF,17.0,2006.0,10,6,545,6.1,2,1,3,2,0,0,1,0,0.33,0.17,0.5,0.33,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Mallorca,Daniel Luna,COL,MF,21.0,2003.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1117271408438682,0.1117271408438682,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Mallorca,Jan Salas,ESP,MF,18.0,2005.0,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0615382231771945,0.0615382231771945,0.0,0,0,0.0735291885212063,0.0119909653440117,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Mallorca,Javier Llabrés,ESP,MF,21.0,2002.0,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",18.0,2006.0,10,3,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7432425078004599,0.7432425078004599,0.2158001670613885,0,5,1.1332007721066475,0.7108004167675972,1.485148514851485,0.0,Winger,heuristic,False,1.0
La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",21.0,2002.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019961753860116,0,1,0.019961753860116,0.0,2.4324324324324325,0.0,Winger,heuristic,False,1.0
La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,21.0,2002.0,23,4,610,6.8,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,0.521794113330543,0.521794113330543,0.968973096460104,0,6,3.5626386487856507,2.656475719064474,0.8852459016393444,0.0,AM,heuristic,True,1.0
La Liga,2425,Rayo Vallecano,Etienne Eto'o,CMR,FW,21.0,2002.0,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Real Betis,Assane Diao,SEN,FW,18.0,2005.0,10,2,277,3.1,1,2,3,1,0,0,0,0,0.32,0.65,0.97,0.32,0.97,1.158294815570116,1.158294815570116,1.7619872577488422,1,8,2.881862808018923,0.0948665142059326,2.5992779783393503,0.0,Winger,heuristic,False,1.0
La Liga,2425,Real Betis,Carlos Guirao,ESP,MF,21.0,2003.0,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3991784751415252,0.3991784751415252,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Real Betis,Jesus Rodríguez,ESP,MF,18.0,2005.0,21,15,1111,12.3,2,0,2,2,0,0,0,0,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Real Betis,Mateo Flores,ESP,MF,20.0,2004.0,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2441685423254966,0.2441685423254966,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Real Betis,Pablo Garcia,ESP,FW,18.0,2006.0,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Real Betis,Vitor Roque,BRA,FW,19.0,2005.0,22,14,1235,13.7,4,0,4,4,0,0,4,0,0.29,0.0,0.29,0.29,0.29,6.066845575347543,6.066845575347543,1.750490065664053,4,12,8.748203298076987,1.5339927803725004,0.8744939271255061,0.0,Winger,heuristic,True,1.0
La Liga,2425,Real Madrid,Arda Güler,TUR,"MF,FW",19.0,2005.0,28,14,1250,13.9,3,4,7,3,0,0,1,0,0.22,0.29,0.5,0.22,0.5,3.999109044671058,3.999109044671058,6.170168276876211,3,39,12.5622282307595,5.0463716592639685,2.808,0.0,Winger,heuristic,True,1.0
La Liga,2425,Real Madrid,Chema,ESP,MF,19.0,2005.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Real Madrid,Daniel Yáñez,ESP,MF,17.0,2007.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",21.0,2002.0,19,11,1102,12.2,1,2,3,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,0.891307421028614,0.891307421028614,0.91487209033221,1,11,7.941476784646511,6.6781065706163645,0.8983666061705989,0.0,AM,heuristic,True,1.0
La Liga,2425,Real Madrid,Endrick,BRA,FW,18.0,2006.0,22,3,363,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,2.928210226818919,2.928210226818919,0.664036899805069,1,5,3.389462307095528,0.2131688185036182,1.2396694214876034,0.0,Winger,heuristic,False,1.0
La Liga,2425,Real Madrid,Gonzalo García,ESP,MF,20.0,2004.0,3,0,56,0.6,0,1,1,0,0,0,0,0,0.0,1.61,1.61,0.0,1.61,0.4881730079650879,0.4881730079650879,0.9246947169303894,0,1,1.4128677248954773,0.9246947169303894,1.607142857142857,0.0,AM,heuristic,False,1.0
La Liga,2425,Real Madrid,Jude Bellingham,ENG,MF,21.0,2003.0,31,29,2488,27.6,9,8,17,8,1,2,5,1,0.33,0.29,0.61,0.29,0.58,11.597589049488306,13.084144294261932,4.306040400639176,8,43,24.68224741518497,15.25862560980022,1.5554662379421222,0.0,AM,heuristic,True,1.0
La Liga,2425,Real Madrid,Víctor Muñoz,ESP,MF,21.0,2003.0,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3354948461055755,0.3354948461055755,0.0,0,0,1.260189563035965,0.9246947169303894,0.0,0.0,CM,heuristic,False,1.0
La Liga,2425,Real Sociedad,Arkaitz Mariezkurrena,ESP,FW,19.0,2005.0,9,1,241,2.7,2,0,2,2,0,0,1,0,0.75,0.0,0.75,0.75,0.75,1.134427189826965,1.134427189826965,0.5130060613155365,2,2,1.1769748777151108,0.4671196229755878,0.7468879668049793,0.0,Winger,heuristic,False,1.0
La Liga,2425,Real Sociedad,Arsen Zakharyan,RUS,MF,21.0,2003.0,3,1,73,0.8,1,0,1,1,0,0,0,0,1.23,0.0,1.23,1.23,1.23,0.1374573707580566,0.1374573707580566,0.1127214059233665,1,1,0.1655923128128051,0.0281349346041679,1.2328767123287672,0.0,AM,heuristic,False,1.0
La Liga,2425,Real Sociedad,Daniel Díaz,ESP,FW,18.0,2006.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,False,1.0
La Liga,2425,Real Sociedad,Luka Sučić,CRO,MF,21.0,2002.0,29,21,1792,19.9,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,True,1.0
La Liga,2425,Real Sociedad,Orri Steinn Óskarsson,ISL,FW,19.0,2004.0,23,9,944,10.5,3,0,3,3,0,0,1,0,0.29,0.0,0.29,0.29,0.29,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Winger,heuristic,True,1.0
La Liga,2425,Real Sociedad,Pablo Marín,ESP,MF,21.0,2003.0,23,14,1239,13.8,1,2,3,1,0,0,3,0,0.07,0.15,0.22,0.07,0.22,2.1962965931743383,2.1962965931743383,1.1745108868926764,1,14,4.396219722926617,1.8085170537233357,1.0169491525423728,0.0,AM,heuristic,True,1.0
La Liga,2425,Sevilla,Diego Iturralde,ESP,MF,21.0,2003.0,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,CM,heuristic,False,1.0
